Row,prolific_pid,block,correct_input,rt,srt_input_pressed,srt_sequence_index,srt_trial_index,trial_index,trial_type,was_input_correct,responses,experiment,useragent,survey_part
270,5b31c0811d2f710001fb83db,20,1,1367,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
271,5b31c0811d2f710001fb83db,20,0,266,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
272,5b31c0811d2f710001fb83db,20,2,149,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
273,5b31c0811d2f710001fb83db,20,1,400,0,9,9,1,unity-loader,0,NULL,"Level 1",NULL,NULL
274,5b31c0811d2f710001fb83db,20,1,1600,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
275,5b31c0811d2f710001fb83db,20,0,399,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
276,5b31c0811d2f710001fb83db,20,3,399,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
277,5b31c0811d2f710001fb83db,20,2,333,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
278,5b31c0811d2f710001fb83db,21,3,249,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
279,5b31c0811d2f710001fb83db,21,1,284,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
280,5b31c0811d2f710001fb83db,21,3,365,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
281,5b31c0811d2f710001fb83db,21,2,49,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
282,5b31c0811d2f710001fb83db,21,0,100,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
283,5b31c0811d2f710001fb83db,21,1,317,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
284,5b31c0811d2f710001fb83db,21,0,302,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
285,5b31c0811d2f710001fb83db,21,2,184,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
286,5b31c0811d2f710001fb83db,21,1,367,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
287,5b31c0811d2f710001fb83db,21,0,333,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
288,5b31c0811d2f710001fb83db,21,3,202,2,11,11,1,unity-loader,0,NULL,"Level 1",NULL,NULL
289,5b31c0811d2f710001fb83db,21,3,1433,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
290,5b31c0811d2f710001fb83db,21,2,200,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
291,5b31c0811d2f710001fb83db,22,3,116,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
292,5b31c0811d2f710001fb83db,22,1,49,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
293,5b31c0811d2f710001fb83db,22,3,33,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
294,5b31c0811d2f710001fb83db,22,2,100,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
295,5b31c0811d2f710001fb83db,22,0,150,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
296,5b31c0811d2f710001fb83db,22,1,282,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
297,5b31c0811d2f710001fb83db,22,0,251,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
298,5b31c0811d2f710001fb83db,22,2,134,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
299,5b31c0811d2f710001fb83db,22,1,583,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
300,5b31c0811d2f710001fb83db,22,0,383,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
301,5b31c0811d2f710001fb83db,22,3,232,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
302,5b31c0811d2f710001fb83db,22,2,49,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
303,5b31c0811d2f710001fb83db,23,3,301,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
304,5b31c0811d2f710001fb83db,23,1,235,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
305,5b31c0811d2f710001fb83db,23,3,133,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
306,5b31c0811d2f710001fb83db,23,2,132,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
307,5b31c0811d2f710001fb83db,23,0,417,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
308,5b31c0811d2f710001fb83db,23,1,183,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
309,5b31c0811d2f710001fb83db,23,0,330,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
310,5b31c0811d2f710001fb83db,23,2,36,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
311,5b31c0811d2f710001fb83db,23,1,86,0,9,9,1,unity-loader,0,NULL,"Level 1",NULL,NULL
312,5b31c0811d2f710001fb83db,23,1,1316,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
313,5b31c0811d2f710001fb83db,23,0,333,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
314,5b31c0811d2f710001fb83db,23,3,82,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
315,5b31c0811d2f710001fb83db,23,2,118,0,12,12,1,unity-loader,0,NULL,"Level 1",NULL,NULL
316,5b31c0811d2f710001fb83db,23,2,1214,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
317,5b31c0811d2f710001fb83db,24,3,133,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
318,5b31c0811d2f710001fb83db,24,1,66,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
319,5b31c0811d2f710001fb83db,24,3,384,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
320,5b31c0811d2f710001fb83db,24,2,116,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
321,5b31c0811d2f710001fb83db,24,0,16,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
322,5b31c0811d2f710001fb83db,24,1,14,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
323,5b31c0811d2f710001fb83db,24,0,184,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
324,5b31c0811d2f710001fb83db,24,2,383,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
325,5b31c0811d2f710001fb83db,24,1,100,0,9,9,1,unity-loader,0,NULL,"Level 1",NULL,NULL
326,5b31c0811d2f710001fb83db,24,1,1348,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
327,5b31c0811d2f710001fb83db,24,0,350,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
328,5b31c0811d2f710001fb83db,24,3,119,2,11,11,1,unity-loader,0,NULL,"Level 1",NULL,NULL
329,5b31c0811d2f710001fb83db,24,3,1368,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
330,5b31c0811d2f710001fb83db,24,2,168,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
331,5b31c0811d2f710001fb83db,25,3,49,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
332,5b31c0811d2f710001fb83db,25,1,16,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
333,5b31c0811d2f710001fb83db,25,3,466,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
334,5b31c0811d2f710001fb83db,25,2,34,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
335,5b31c0811d2f710001fb83db,25,0,116,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
336,5b31c0811d2f710001fb83db,25,1,32,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
337,5b31c0811d2f710001fb83db,25,0,35,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
338,5b31c0811d2f710001fb83db,25,2,51,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
339,5b31c0811d2f710001fb83db,25,1,383,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
340,5b31c0811d2f710001fb83db,25,0,300,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
341,5b31c0811d2f710001fb83db,25,3,50,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
342,5b31c0811d2f710001fb83db,25,2,249,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
343,5b31c0811d2f710001fb83db,NULL,NULL,NULL,NULL,NULL,NULL,4,call-function,NULL,NULL,NULL,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",NULL
344,5b31c0811d2f710001fb83db,NULL,NULL,1829,NULL,NULL,NULL,5,html-button-response,NULL,NULL,NULL,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",NULL
345,5b31c0811d2f710001fb83db,NULL,NULL,16625,NULL,NULL,NULL,6,survey-text,NULL,"{"Q0":"39","Q1":"Male","Q2":"2"}",NULL,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",1
346,5b31c0811d2f710001fb83db,NULL,NULL,6741,NULL,NULL,NULL,7,survey-multi-select,NULL,"{"Q0":["Desktop/Laptop Web Browser"]}",NULL,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",2
347,5b31c0811d2f710001fb83db,NULL,NULL,16458,NULL,NULL,NULL,8,survey-multi-choice,NULL,"{"Q0":"Would play again","Q1":"Would motivate me","Q2":"Would motivate me","Q3":"Would motivate me"}",NULL,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3
348,5b31c0811d2f710001fb83db,NULL,NULL,7727,NULL,NULL,NULL,9,survey-text,NULL,"{"Q0":""}",NULL,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",4
349,5b96b5df57dc8100012bef63,NULL,NULL,39493,NULL,NULL,NULL,0,html-button-response,NULL,NULL,NULL,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",NULL
350,5b96b5df57dc8100012bef63,1,3,732,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
351,5b96b5df57dc8100012bef63,1,1,667,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
352,5b96b5df57dc8100012bef63,1,3,484,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
353,5b96b5df57dc8100012bef63,1,2,550,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
354,5b96b5df57dc8100012bef63,1,0,783,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
355,5b96b5df57dc8100012bef63,1,1,750,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
356,5b96b5df57dc8100012bef63,1,0,449,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
357,5b96b5df57dc8100012bef63,1,2,500,3,8,8,1,unity-loader,0,NULL,"Level 1",NULL,NULL
358,5b96b5df57dc8100012bef63,1,2,5399,-1,8,8,1,unity-loader,0,NULL,"Level 1",NULL,NULL
359,5b96b5df57dc8100012bef63,1,2,6466,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
360,5b96b5df57dc8100012bef63,1,1,533,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
361,5b96b5df57dc8100012bef63,1,0,501,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
362,5b96b5df57dc8100012bef63,1,3,433,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
363,5b96b5df57dc8100012bef63,1,2,401,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
364,5b96b5df57dc8100012bef63,2,3,450,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
365,5b96b5df57dc8100012bef63,2,1,434,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
366,5b96b5df57dc8100012bef63,2,3,383,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
367,5b96b5df57dc8100012bef63,2,2,450,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
368,5b96b5df57dc8100012bef63,2,0,399,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
369,5b96b5df57dc8100012bef63,2,1,450,2,6,6,1,unity-loader,0,NULL,"Level 1",NULL,NULL
370,5b96b5df57dc8100012bef63,2,1,2350,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
371,5b96b5df57dc8100012bef63,2,0,399,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
372,5b96b5df57dc8100012bef63,2,2,584,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
373,5b96b5df57dc8100012bef63,2,1,450,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
374,5b96b5df57dc8100012bef63,2,0,466,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
375,5b96b5df57dc8100012bef63,2,3,400,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
376,5b96b5df57dc8100012bef63,2,2,534,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
377,5b96b5df57dc8100012bef63,3,3,366,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
378,5b96b5df57dc8100012bef63,3,1,249,0,2,2,1,unity-loader,0,NULL,"Level 1",NULL,NULL
379,5b96b5df57dc8100012bef63,3,1,1316,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
380,5b96b5df57dc8100012bef63,3,3,384,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
381,5b96b5df57dc8100012bef63,3,2,483,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
382,5b96b5df57dc8100012bef63,3,0,350,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
383,5b96b5df57dc8100012bef63,3,1,617,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
384,5b96b5df57dc8100012bef63,3,0,434,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
385,5b96b5df57dc8100012bef63,3,2,617,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
386,5b96b5df57dc8100012bef63,3,1,533,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
387,5b96b5df57dc8100012bef63,3,0,433,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
388,5b96b5df57dc8100012bef63,3,3,384,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
389,5b96b5df57dc8100012bef63,3,2,350,1,12,12,1,unity-loader,0,NULL,"Level 1",NULL,NULL
390,5b96b5df57dc8100012bef63,3,2,1534,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
391,5b96b5df57dc8100012bef63,4,3,316,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
392,5b96b5df57dc8100012bef63,4,1,533,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
393,5b96b5df57dc8100012bef63,4,3,399,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
394,5b96b5df57dc8100012bef63,4,2,500,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
395,5b96b5df57dc8100012bef63,4,0,400,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
396,5b96b5df57dc8100012bef63,4,1,516,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
397,5b96b5df57dc8100012bef63,4,0,367,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
398,5b96b5df57dc8100012bef63,4,2,466,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
399,5b96b5df57dc8100012bef63,4,1,383,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
400,5b96b5df57dc8100012bef63,4,0,333,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
401,5b96b5df57dc8100012bef63,4,3,366,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
402,5b96b5df57dc8100012bef63,4,2,349,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
403,5b96b5df57dc8100012bef63,5,3,367,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
404,5b96b5df57dc8100012bef63,5,1,451,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
405,5b96b5df57dc8100012bef63,5,3,282,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
406,5b96b5df57dc8100012bef63,5,2,466,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
407,5b96b5df57dc8100012bef63,5,0,300,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
408,5b96b5df57dc8100012bef63,5,1,350,2,6,6,1,unity-loader,0,NULL,"Level 1",NULL,NULL
409,5b96b5df57dc8100012bef63,5,1,1534,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
410,5b96b5df57dc8100012bef63,5,0,301,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
411,5b96b5df57dc8100012bef63,5,2,451,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
412,5b96b5df57dc8100012bef63,5,1,350,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
413,5b96b5df57dc8100012bef63,5,0,416,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
414,5b96b5df57dc8100012bef63,5,3,283,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
415,5b96b5df57dc8100012bef63,5,2,333,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
416,5b96b5df57dc8100012bef63,6,3,300,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
417,5b96b5df57dc8100012bef63,6,1,400,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
418,5b96b5df57dc8100012bef63,6,3,332,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
419,5b96b5df57dc8100012bef63,6,2,467,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
420,5b96b5df57dc8100012bef63,6,0,350,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
421,5b96b5df57dc8100012bef63,6,1,383,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
422,5b96b5df57dc8100012bef63,6,0,451,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
423,5b96b5df57dc8100012bef63,6,2,417,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
424,5b96b5df57dc8100012bef63,6,1,383,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
425,5b96b5df57dc8100012bef63,6,0,417,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
426,5b96b5df57dc8100012bef63,6,3,349,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
427,5b96b5df57dc8100012bef63,6,2,433,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
428,5b96b5df57dc8100012bef63,7,3,301,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
429,5b96b5df57dc8100012bef63,7,1,383,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
430,5b96b5df57dc8100012bef63,7,3,334,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
431,5b96b5df57dc8100012bef63,7,2,484,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
432,5b96b5df57dc8100012bef63,7,0,366,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
433,5b96b5df57dc8100012bef63,7,1,401,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
434,5b96b5df57dc8100012bef63,7,0,367,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
435,5b96b5df57dc8100012bef63,7,2,433,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
436,5b96b5df57dc8100012bef63,7,1,350,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
437,5b96b5df57dc8100012bef63,7,0,416,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
438,5b96b5df57dc8100012bef63,7,3,400,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
439,5b96b5df57dc8100012bef63,7,2,367,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
440,5b96b5df57dc8100012bef63,8,3,451,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
441,5b96b5df57dc8100012bef63,8,1,266,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
442,5b96b5df57dc8100012bef63,8,3,333,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
443,5b96b5df57dc8100012bef63,8,2,249,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
444,5b96b5df57dc8100012bef63,8,0,285,1,5,5,1,unity-loader,0,NULL,"Level 1",NULL,NULL
445,5b96b5df57dc8100012bef63,8,0,1600,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
446,5b96b5df57dc8100012bef63,8,1,368,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
447,5b96b5df57dc8100012bef63,8,0,399,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
448,5b96b5df57dc8100012bef63,8,2,267,3,8,8,1,unity-loader,0,NULL,"Level 1",NULL,NULL
449,5b96b5df57dc8100012bef63,8,2,1867,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
450,5b96b5df57dc8100012bef63,8,1,467,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
451,5b96b5df57dc8100012bef63,8,0,400,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
452,5b96b5df57dc8100012bef63,8,3,382,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
453,5b96b5df57dc8100012bef63,8,2,400,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
454,5b96b5df57dc8100012bef63,9,3,149,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
455,5b96b5df57dc8100012bef63,9,1,300,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
456,5b96b5df57dc8100012bef63,9,3,367,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
457,5b96b5df57dc8100012bef63,9,2,283,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
458,5b96b5df57dc8100012bef63,9,0,333,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
459,5b96b5df57dc8100012bef63,9,1,500,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
460,5b96b5df57dc8100012bef63,9,0,368,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
461,5b96b5df57dc8100012bef63,9,2,416,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
462,5b96b5df57dc8100012bef63,9,1,333,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
463,5b96b5df57dc8100012bef63,9,0,267,3,10,10,1,unity-loader,0,NULL,"Level 1",NULL,NULL
464,5b96b5df57dc8100012bef63,9,0,1366,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
465,5b96b5df57dc8100012bef63,9,3,465,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
466,5b96b5df57dc8100012bef63,9,2,517,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
467,5b96b5df57dc8100012bef63,10,3,166,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
468,5b96b5df57dc8100012bef63,10,1,300,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
469,5b96b5df57dc8100012bef63,10,3,334,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
470,5b96b5df57dc8100012bef63,10,2,300,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
471,5b96b5df57dc8100012bef63,10,0,384,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
472,5b96b5df57dc8100012bef63,10,1,301,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
473,5b96b5df57dc8100012bef63,10,0,417,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
474,5b96b5df57dc8100012bef63,10,2,367,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
475,5b96b5df57dc8100012bef63,10,1,300,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
476,5b96b5df57dc8100012bef63,10,0,433,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
477,5b96b5df57dc8100012bef63,10,3,333,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
478,5b96b5df57dc8100012bef63,10,2,333,1,12,12,1,unity-loader,0,NULL,"Level 1",NULL,NULL
479,5b96b5df57dc8100012bef63,10,2,1267,3,12,12,1,unity-loader,0,NULL,"Level 1",NULL,NULL
480,5b96b5df57dc8100012bef63,10,2,2900,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
481,5b96b5df57dc8100012bef63,11,3,166,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
482,5b96b5df57dc8100012bef63,11,1,367,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
483,5b96b5df57dc8100012bef63,11,3,267,2,3,3,1,unity-loader,0,NULL,"Level 1",NULL,NULL
484,5b96b5df57dc8100012bef63,11,3,1417,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
485,5b96b5df57dc8100012bef63,11,2,516,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
486,5b96b5df57dc8100012bef63,11,0,450,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
487,5b96b5df57dc8100012bef63,11,1,483,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
488,5b96b5df57dc8100012bef63,11,0,535,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
489,5b96b5df57dc8100012bef63,11,2,516,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
490,5b96b5df57dc8100012bef63,11,1,433,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
491,5b96b5df57dc8100012bef63,11,0,334,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
492,5b96b5df57dc8100012bef63,11,3,184,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
493,5b96b5df57dc8100012bef63,11,2,368,1,12,12,1,unity-loader,0,NULL,"Level 1",NULL,NULL
494,5b96b5df57dc8100012bef63,11,2,1317,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
495,5b96b5df57dc8100012bef63,12,3,250,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
496,5b96b5df57dc8100012bef63,12,1,449,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
497,5b96b5df57dc8100012bef63,12,3,300,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
498,5b96b5df57dc8100012bef63,12,2,168,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
499,5b96b5df57dc8100012bef63,12,0,468,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
